Var1,Var2,gfp_mean,gfp_std,rfp_mean,rfp_std
0,0,855.546160287592,460.760412665826,450.362572537976,440.545953322298
3.56666666666667,3.56666666666667,987.043602790579,546.583150419859,682.359483451385,666.909642187756
7.56666666666667,7.56666666666667,917.04344224697,514.117841217429,680.245880803038,654.306170457228
11.5833333333333,11.5666666666667,868.056011203765,491.439882371335,665.333694499305,628.627998950806
15.5666666666667,15.5666666666667,818.91701217026,461.008024973906,728.668991852516,665.780470592837
19.55,19.5333333333333,736.553814838089,411.426780422271,690.809118450248,615.568797546215
23.55,23.55,702.030693656702,391.392409641623,777.264436205968,658.256061528911
28.2833333333333,28.2666666666667,679.302685149627,376.539674534341,798.182064807703,648.930926790289
31.5333333333333,31.5333333333333,646.785551451763,355.789233969876,940.59167708302,710.144109398811
35.5333333333333,35.5166666666667,622.234205866368,338.774447939188,1069.38547210881,762.429659688594
39.5333333333333,39.5333333333333,592.621028798475,322.2509490122,1110.70963124096,779.512696056871
43.5166666666667,43.5166666666667,557.232500213347,301.152214407074,1205.78114234399,815.362565802889
47.5166666666667,47.5166666666667,522.355105253052,278.871795712405,1292.84070110312,844.252682701208
51.5166666666667,51.5166666666667,500.51997292739,263.966059111042,1373.72392338373,876.736627103286
55.5166666666667,55.5166666666667,468.724181926591,243.367410156439,1437.03063522381,895.203026433908
59.5166666666667,59.5166666666667,429.509455903423,218.844286368688,1474.98133831442,906.631057820846
63.5166666666667,63.5166666666667,411.383230140764,205.887216284028,1527.05721152119,928.54485944552
67.5166666666667,67.5166666666667,388.208782344526,189.618289384126,1610.46499523338,949.439443184423
71.5333333333333,71.5166666666667,373.926536631678,180.010448359587,1703.70645644128,971.481299921276
75.5333333333333,75.5166666666667,364.685254803676,172.895469077598,1785.63996264182,994.877057166357
79.5333333333333,79.5166666666667,363.961060665777,168.579182117713,1959.03941473307,1041.31153600071
83.5166666666667,83.5166666666667,348.740405701754,157.200714710681,1999.6677326998,1036.71293066022
87.5333333333333,87.5166666666667,330.527095628857,143.901645321421,2045.81551521052,1030.13289475824
91.5166666666667,91.5166666666667,307.429884214344,128.35742343827,2044.75990912541,1012.83002591419
95.5166666666667,95.5166666666667,291.589323611448,117.861995471308,2046.413802343,985.601973260893
99.5333333333333,99.5166666666667,278.931459332696,107.763152826169,2102.01699870195,972.320327970397
103.533333333333,103.516666666667,266.819461427988,99.9184461489976,2039.98712577254,914.185900610788
107.516666666667,107.516666666667,251.552985566515,90.9752736322924,1963.14006594668,854.542204274934
111.533333333333,111.516666666667,234.366439171405,80.3737906782241,1922.00824768575,812.187420042448
115.533333333333,115.533333333333,226.309671468097,74.167251305806,1948.59350029981,806.025702139703
119.533333333333,119.516666666667,216.355024826852,67.2241974441704,1942.52963754593,781.588249853942
123.516666666667,123.516666666667,201.32163840942,58.278354724289,1897.29888242672,757.767179453021
127.516666666667,127.516666666667,189.566683425634,52.1049204316697,1836.87473331627,728.856280032489
131.533333333333,131.516666666667,184.221734752428,47.7588227917116,1928.29895653673,748.104821348977
135.533333333333,135.533333333333,187.768292258424,46.4517332262963,2050.28432738994,785.354073035737
139.533333333333,139.516666666667,182.58663038645,43.3540226408391,2062.86568712327,801.472990143798
143.533333333333,143.516666666667,177.872833405198,39.8258025319906,2218.10163345191,849.952497954756
147.533333333333,147.516666666667,174.558642489961,37.4483572299704,2311.45544641173,894.003501369787
151.516666666667,151.516666666667,170.507003114866,35.3606817825654,2404.21650129468,936.332511015598
155.516666666667,155.516666666667,168.046418830454,33.7016149375888,2517.80802785413,958.49334162434
159.533333333333,159.516666666667,167.656696905795,32.7882977838581,2749.95043977551,1013.06193590766
163.533333333333,163.516666666667,167.370327420253,31.832991324165,2885.98704731138,1055.84467790757
167.516666666667,167.516666666667,170.012898369355,31.4967992046676,2971.07958249679,1092.85096692889
171.533333333333,171.516666666667,171.21908138963,31.1751374128693,3067.22045495122,1117.85701670515
175.533333333333,175.516666666667,170.477622848564,30.3377825167054,3182.63508359272,1143.57378905498
179.516666666667,179.516666666667,172.086858190503,30.1135553772812,3448.39885345645,1196.59016395393
183.516666666667,183.516666666667,175.851017272123,30.285552359033,3683.65490240498,1251.98835202432
187.516666666667,187.516666666667,180.478913597839,30.6414484979002,3862.67501134108,1308.05891931937
191.516666666667,191.516666666667,181.350382985915,30.6856288796038,3943.00857682962,1332.08049770671
195.533333333333,195.516666666667,182.775760946946,30.2999419833307,4083.31398177904,1329.07866748674
199.533333333333,199.516666666667,186.167268108668,30.4148238556645,4262.76310876879,1366.27932615539
203.533333333333,203.516666666667,190.38153669905,30.8947834882954,4429.91985536197,1420.71891395084
207.533333333333,207.516666666667,190.155732072116,30.548640068996,4538.71395923725,1430.07657964368
211.516666666667,211.516666666667,188.365055082824,30.0595573321365,4599.79920539476,1436.28929384952
215.516666666667,215.516666666667,189.113647975225,30.1576217384323,4674.94119286792,1448.9058656471
219.533333333333,219.516666666667,187.218301690606,29.3048173908689,4688.93790199064,1423.13062461997
223.516666666667,223.516666666667,183.946686131772,28.5915111300084,4614.41316468815,1378.43333677524
227.516666666667,227.516666666667,180.927212745124,28.0129123351363,4568.17257300958,1344.28355887721
231.533333333333,231.516666666667,179.358791664421,27.4887661390038,4590.56754677913,1323.22059098677
235.516666666667,235.516666666667,177.855184696733,27.083441537296,4490.09588782103,1297.00012976662
239.516666666667,239.516666666667,176.599441171252,26.8186879293445,4519.10587624976,1285.24704163398
243.516666666667,243.516666666667,173.478298962011,26.5522201937084,4514.20695542058,1274.73613967719
247.533333333333,247.533333333333,172.037619951537,26.3541414769031,4524.87575204813,1266.09921464459
251.533333333333,251.516666666667,169.53353997112,26.1046266418228,4470.70334690894,1240.05345646936
255.516666666667,255.516666666667,167.734386228789,25.8603994136494,4301.69477316724,1199.46263671689
259.533333333333,259.516666666667,168.050553410857,25.8740035169422,4339.50433922508,1190.12938403038
263.516666666667,263.516666666667,167.578312240054,25.7211620351316,4373.06292739577,1184.15005200775
267.516666666667,267.516666666667,166.645094198309,25.3266153666833,4389.87062905359,1179.64781652477
271.533333333333,271.516666666667,165.682959779601,25.1686380858974,4423.51096743876,1178.43063865421
275.516666666667,275.516666666667,163.696732169806,24.6170885714979,4418.47954676117,1156.99513051113
279.533333333333,279.516666666667,160.854907486009,24.0423682744081,4334.24837210634,1123.1217225373
283.533333333333,283.516666666667,157.239643547713,23.6320417039632,4196.8786733579,1078.47750798654
287.516666666667,287.516666666667,151.975342000835,23.2001922016301,4153.91310938637,1056.54589958879
291.516666666667,291.516666666667,152.180147669802,23.1306552873757,4179.99602051724,1053.48404006262
295.516666666667,295.516666666667,150.16630215211,23.2900538064352,4132.3113946661,1042.04495411802
299.516666666667,299.516666666667,148.166133439558,23.2867498628065,4091.70835929991,1030.93181481509
303.516666666667,303.516666666667,146.920422415807,23.2646706107365,4051.71701711717,1019.84622447867
307.516666666667,307.516666666667,144.801736363759,23.2467257286751,4007.54329554284,1009.17089305419
311.533333333333,311.516666666667,142.269641116681,23.1913275139905,3928.65176185311,991.573329525381
315.533333333333,315.516666666667,138.202178272743,23.0777007752852,3788.27498503764,961.215067120427
319.533333333333,319.516666666667,136.108723168809,22.764166430671,3781.05567612467,954.893399641237
