Var1,Var2,gfp_mean,gfp_std,rfp_mean,rfp_std
0,0,158.608748834354,23.0786033048645,2764.61466259329,705.376533250823
4.98333333333333,4.98333333333333,125.655294283117,19.8703422131545,4237.93877033494,948.475785214372
9.98333333333333,10,120.460729690609,18.0307332891818,3655.17077655997,829.524240657195
14.9166666666667,14.9333333333333,110.42472382337,16.9036418475159,3447.48948791172,775.012498149639
19.9833333333333,20,101.656978187422,16.7876858033419,3034.07792818297,700.453367407257
24.9333333333333,24.95,102.739279232828,15.938601862367,3067.06411163488,701.68008117724
29.9666666666667,29.9666666666667,111.68295119725,15.7170651784027,3315.09286902195,720.042990908164
34.9333333333333,34.9333333333333,122.329077337706,16.3354048627361,3432.57748457781,708.524945589801
39.9333333333333,39.95,130.14739274457,17.5015833325981,3486.54263643205,701.071103167023
44.9333333333333,44.9333333333333,133.288840257962,19.6382879928918,3413.30551810311,684.735715613847
49.9333333333333,49.95,137.861991937459,21.0894544024235,3442.94388968847,675.905396164196
54.9333333333333,54.95,141.085085341993,22.4074579171797,3280.9415582666,644.124189244095
59.9666666666667,59.9666666666667,145.03298472041,24.1334526060844,3275.98463764178,636.027216600302
64.9333333333333,64.95,151.009468658779,26.6824283660589,3264.14185855605,632.95891074854
69.9333333333333,69.9333333333333,156.48415650592,28.1795384610657,3274.34172574212,628.925002238542
74.9333333333333,74.95,160.29168221422,29.295402851774,3226.46525771268,616.623278355864
79.9333333333333,79.95,161.775061164917,28.8799903983338,3177.37431417114,597.974902327815
84.9333333333333,84.95,161.946646036534,28.5412128510905,3131.37169270126,583.315597762993
89.9333333333333,89.95,166.500267339136,29.5433993476107,3120.6089543394,574.172317705866
94.9333333333333,94.95,171.002432287672,31.0755509207551,3079.93406196839,564.665536291774
99.9333333333333,99.95,177.472141576991,32.8865109144081,3045.44964748443,556.709422262515
104.933333333333,104.95,185.008314074326,35.4798549578314,2926.11906272854,547.715028389655
109.933333333333,109.95,190.533722848929,37.4578782722253,2831.31699834536,540.070518721427
114.933333333333,114.95,195.551126537926,39.3349724009444,2737.00841141672,533.960068640819
119.933333333333,119.95,203.622314308212,42.9141523872174,2590.39342909849,528.944157725758
124.933333333333,124.95,209.821202765271,45.8812146994163,2453.94946668214,516.612969526425
129.933333333333,129.95,217.077005693262,50.6035444216042,2321.24718293664,500.151282780392
134.933333333333,134.933333333333,233.262572696369,56.3073423230495,2301.32275093289,494.053161078224
